取得日,コード,銘柄名,市場,現在値,前日比(%),PBR(株価純資産倍率)(倍),PER(株価収益率)(倍),ROE(自己資本利益率)(%),海外売上高比率(%),経常利益変化率(%) - 前年度比,自己資本比率(%),財務,配当利回り(%),EPS(予)(一株あたり当期利益)(円),PEG(予)(倍),業績予想修正率(予)(%),経常利益変化率(予)(%) - 1年前,過去3年平均売上高成長率(予)(%)
2026-08-21,2152,幼児活動研究会,東S,"1,534",-6.0 (-0.39%) ,1.51,14.49,10.8,17.49,0.00,14.44,(単),1.69,,,,,
2026-08-21,2153,Ｅ・Ｊ　ＨＬＤＧ,東P,"1,826",+49.0 (+2.76%) ,,,,,,,,,,,,,
2026-08-21,2154,オープンアップグループ,東P,"2,039",-1.0 (-0.05%) ,,,,,,,,,158.17,0.93,0.13,-0.07,-0.61
2026-08-21,2156,セーラー広告,東S,274,-2.0 (-0.72%) ,,,,,,,,,,,,,
2026-08-21,2157,コシダカＨＬＤＧ,東P,"1,055",-1.0 (-0.09%) ,2.48,16.48,16.1,16.42,0.00,6.07,(連),2.27,78.00,0.62,-14.73,-16.67,13.47
2026-08-21,2158,ＦＲＯＮＴＥＯ,東G,651,+1.0 (+0.15%) ,6.64,46.97,16.4,9.67,0.00,24.31,(連),0.00,21.40,0.56,0.00,6.67,21.47
2026-08-21,215A,タイミー,東G,"1,669",+21.0 (+1.27%) ,10.43,68.82,16.0,18.15,0.00,-43.63,(連),0.00,67.78,0.14,0.81,-38.20,19.21
2026-08-21,2160,ジーエヌアイグループ,東G,"2,786",-163.0 (-5.53%) ,,,,,,,,,15.29,-1.63,-83.11,-81.48,31.10
2026-08-21,2162,ｎｍｓ　ＨＬＤＧ,東S,536,-1.0 (-0.19%) ,2.04,33.35,6.4,2.24,65.46,-25.45,(連),0.56,,,,,
2026-08-21,2163,アルトナー,東P,974,+4.0 (+0.41%) ,3.96,16.44,24.1,15.12,0.00,0.11,(連),4.31,,,,,
2026-08-21,2164,地域新聞社,東S,149,-2.0 (-1.32%) ,3.15,49.75,8.7,1.43,0.00,225.00,(単),0.00,,,,,
2026-08-21,2168,パソナグループ,東P,"1,670",+12.0 (+0.72%) ,,,,,,,,,,,,,
2026-08-21,2169,ＣＤＳ,東S,"1,725",+5.0 (+0.29%) ,1.32,25.78,5.1,7.76,0.00,-53.75,(連),4.29,,,,,
2026-08-21,2170,リンクアンドモチベーション,東P,704,+13.0 (+1.88%) ,5.75,47.03,13.0,10.12,0.00,-22.08,(連),2.27,32.45,0.18,-6.06,-18.33,11.68
2026-08-21,2173,博展,東G,709,-5.0 (-0.70%) ,2.22,5.78,45.8,11.11,0.00,86.89,(連),4.23,,,,,
2026-08-21,2175,エス・エム・エス,東P,"2,366",+87.0 (+3.82%) ,,,,,,,,,78.90,-0.20,0.89,-16.18,8.07
2026-08-21,2179,成学社,東S,862,-26.0 (-2.93%) ,1.1,8.19,14.3,6.45,0.00,27.31,(連),2.55,,,,,
2026-08-21,217A,サポート,東PRO,--,-- (--%) ,,,,,,,,,,,,,
2026-08-21,2180,サニーサイドアップグループ,東S,"1,307",0.0 (0.00%) ,,,,,,,,,,,,,
2026-08-21,2181,パーソルＨＬＤＧ,東P,291.5,+1.2 (+0.41%) ,,,,,,,,,20.54,2.46,1.65,-0.88,7.62
2026-08-21,2183,リニカル,東S,207,+2.0 (+0.98%) ,,,,,,,,,,,,,
2026-08-21,2185,シイエム・シイ,東S,"1,900",-4.0 (-0.21%) ,1.14,11.58,10.2,14.76,14.19,0.72,(連),2.74,,,,,
2026-08-21,2186,ソーバル,東S,918,-4.0 (-0.43%) ,1.59,15.69,10.4,7.37,0.00,5.43,(連),3.59,,,,,
2026-08-21,218A,Ｌｉｂｅｒａｗａｒｅ,東G,"1,128",+3.0 (+0.27%) ,,,,,,,,,,,,,
2026-08-21,2193,クックパッド,東S,134,-4.0 (-2.90%) ,0.76,14.03,5.6,4.95,0.00,-0.99,(連),0.00,,,,,
2026-08-21,2195,アミタＨＬＤＧ,東G,350,+2.0 (+0.57%) ,2.09,19.75,11.1,8.94,0.00,-15.80,(連),1.43,,,,,
2026-08-21,2198,アイ・ケイ・ケイＨＬＤＧ,東P,795,+3.0 (+0.38%) ,1.9,11.69,17.3,8.11,0.00,-25.15,(連),3.02,24.30,-0.51,-20.00,-20.00,-0.89
2026-08-21,219A,Ｈｅａｒｔｓｅｅｄ,東G,"2,229",-45.0 (-1.98%) ,7.08,264.10,2.7,8.99,99.95,135.21,(単),0.00,,,,,
2026-08-21,2201,森永製菓,東P,"2,584.5",+11.0 (+0.43%) ,,,,,,,,,195.54,-1.79,-1.07,-7.53,4.95
2026-08-21,2204,中村屋,東S,"3,190",-15.0 (-0.47%) ,0.63,20.05,3.3,3.54,0.00,25.22,(単),2.35,,,,,
2026-08-21,2206,江崎グリコ,東P,"5,185",-2.0 (-0.04%) ,1.19,65.53,1.8,2.42,25.10,-12.76,(連),1.83,146.28,0.42,-5.63,-16.19,8.08
2026-08-21,2207,ｍｅｉｔｏ,東P,"3,625",-50.0 (-1.36%) ,,,,,,,,,,,,,
2026-08-21,2208,ブルボン,東S,"3,100",+5.0 (+0.16%) ,1.11,12.67,9.2,6.23,0.00,5.52,(連),1.35,,,,,
2026-08-21,2209,井村屋グループ,東P,"2,417",+15.0 (+0.62%) ,1.24,12.95,10.1,5.96,0.00,11.49,(連),1.57,,,,,
2026-08-21,220A,Ｆａｂｅｒ　Ｃｏｍｐａｎｙ,東S,938,0.0 (0.00%) ,1.08,9.71,11.8,14.68,0.00,22.26,(連),3.20,,,,,
2026-08-21,2211,不二家,東P,"2,504",+16.0 (+0.64%) ,1.06,31.77,3.4,2.38,0.00,15.30,(連),1.20,,,,,
2026-08-21,2212,山崎製パン,東P,"3,612",+40.0 (+1.12%) ,1.55,17.47,9.4,4.66,0.00,14.22,(連),1.66,218.80,2.81,0.63,5.64,4.40
2026-08-21,2215,第一屋製パン,東S,607,+1.0 (+0.17%) ,,,,,,,,,,,,,
2026-08-21,2216,カンロ,東S,"1,095",+4.0 (+0.37%) ,,,,,,,,,84.16,2.61,-9.90,14.77,8.19
2026-08-21,2217,モロゾフ,東P,"1,514",+5.0 (+0.33%) ,1.53,47.54,3.3,3.48,0.00,-38.70,(連),1.06,,,,,
2026-08-21,221A,ＭＸＳ日経半導体株上場投信,東ETF,"1,152.5",+16.0 (+1.41%) ,,,,,,,,,,,,,
2026-08-21,2220,亀田製菓,東P,"1,361",+23.0 (+1.72%) ,0.84,3.49,27.6,5.45,35.31,8.46,(連),1.62,71.10,-0.23,23.59,23.44,17.72
2026-08-21,2221,岩塚製菓,東S,"3,050",+5.0 (+0.16%) ,0.45,15.43,2.9,3.01,0.00,-27.35,(連),1.05,,,,,
2026-08-21,2222,寿スピリッツ,東P,"2,680.5",-22.0 (-0.81%) ,8.64,32.96,28.5,23.61,0.00,5.92,(連),1.31,95.79,1.59,1.27,-2.62,9.28
2026-08-21,2224,コモ,東S,"3,700",-25.0 (-0.67%) ,6.0,167.12,3.7,2.35,0.00,64.79,(連),0.19,,,,,
2026-08-21,2226,湖池屋,東S,"4,840",+5.0 (+0.10%) ,2.43,19.90,12.9,6.32,"93,300.00",-6.07,(連),1.14,,,,,
2026-08-21,2229,カルビー,東P,"3,070",+6.0 (+0.20%) ,1.77,21.93,8.3,7.69,26.05,-9.22,(連),2.15,145.97,4.90,0.74,-13.99,6.35
2026-08-21,2235,上場インデックスファンド米国無,東ETF,"3,638",-37.0 (-1.01%) ,,,,,,,,,,,,,
2026-08-21,2236,ＧＸ　Ｓ＆Ｐ５００　配当貴族,東ETF,"1,512",-5.0 (-0.33%) ,,,,,,,,,,,,,
2026-08-21,2237,ダイワ　Ｓ＆Ｐ５００　２ＬＥＶ,東ETF,"2,440",-46.0 (-1.85%) ,,,,,,,,,,,,,
2026-08-21,2238,ダイワ　Ｓ＆Ｐ５００　インバ,東ETF,"5,265",+49.0 (+0.94%) ,,,,,,,,,,,,,
2026-08-21,2239,上場　Ｓ＆Ｐ５００　先物レバ２,東ETF,"26,550",-485.0 (-1.79%) ,,,,,,,,,,,,,
2026-08-21,223A,ＧＸ　ＡＩ＆ビッグデータ,東ETF,"1,797",0.0 (0.00%) ,,,,,,,,,,,,,
2026-08-21,2240,上場　Ｓ＆Ｐ５００　先物インバ,東ETF,"5,306",+40.0 (+0.76%) ,,,,,,,,,,,,,
2026-08-21,2241,ＭＡＸＩＳ　ＮＹダウ上場投信,東ETF,933.9,-8.1 (-0.86%) ,,,,,,,,,,,,,
2026-08-21,2242,ＭＸＳ　ＮＹダウ為替ヘッジあり,東ETF,685.5,-1.3 (-0.19%) ,,,,,,,,,,,,,
2026-08-21,2243,グローバルＸ　半導体,東ETF,"4,470",0.0 (0.00%) ,,,,,,,,,,,,,
2026-08-21,2244,ＧＸ　ＵＳテック・トップ２０,東ETF,"3,545",-35.0 (-0.98%) ,,,,,,,,,,,,,
2026-08-21,2245,ＮＦ　ドイツ国債７−１０年あり,東ETF,--,-- (--%) ,,,,,,,,,,,,,
2026-08-21,2247,ダイワ　Ｓ＆Ｐ５００無,東ETF,"2,290",-17.0 (-0.74%) ,,,,,,,,,,,,,
2026-08-21,2248,ダイワ　Ｓ＆Ｐ５００有,東ETF,"2,752",-25.0 (-0.90%) ,,,,,,,,,,,,,
2026-08-21,2249,ダイワ　Ｓ＆Ｐ５００　ダブル,東ETF,"9,463",+165.0 (+1.77%) ,,,,,,,,,,,,,
2026-08-21,224A,ＧＸ　ウラニウムビジネス,東ETF,"1,600",-37.0 (-2.26%) ,,,,,,,,,,,,,
2026-08-21,2250,ｉＳ　ＭＳＣＩ　ジャパン気候,東ETF,366.8,+1.1 (+0.30%) ,,,,,,,,,,,,,
2026-08-21,2251,ＮＯＭ　ＪＰＸ国債先物　ダブル,東ETF,901.5,+3.6 (+0.40%) ,,,,,,,,,,,,,
2026-08-21,2252,グローバルＸ　米国中小型,東ETF,"1,490",+2.0 (+0.13%) ,,,,,,,,,,,,,
2026-08-21,2253,グローバルＸ　ＳＵＰＥＲＤＩＶ,東ETF,"1,353",+3.0 (+0.22%) ,,,,,,,,,,,,,
2026-08-21,2254,グローバルＸ　ＣＮ　ＥＶ＆ＢＡ,東ETF,"1,111",+21.0 (+1.93%) ,,,,,,,,,,,,,
2026-08-21,2255,ｉＳ　米国債２０年超　ＥＴＦ,東ETF,200.1,-1.2 (-0.60%) ,,,,,,,,,,,,,
2026-08-21,2256,ｉＳ　米国総合債券　ＥＴＦ,東ETF,221,-0.5 (-0.23%) ,,,,,,,,,,,,,
2026-08-21,2257,ｉＳ　米ドル建て投資適格社債,東ETF,221.9,-0.5 (-0.22%) ,,,,,,,,,,,,,
2026-08-21,2258,ｉＳ　米ドル建てハイイールド,東ETF,226.4,+0.1 (+0.04%) ,,,,,,,,,,,,,
2026-08-21,2259,ｉＳ　フランス国債　７−１０有,東ETF,179.2,-0.4 (-0.22%) ,,,,,,,,,,,,,
2026-08-21,2264,森永乳業,東P,"1,176",-8.0 (-0.68%) ,1.38,17.04,8.4,6.03,15.30,24.30,(連),2.13,71.45,4.68,-1.98,10.90,2.64
2026-08-21,2266,六甲バター,東P,"1,073",-1.0 (-0.09%) ,0.63,14.07,4.5,3.31,0.00,-32.19,(連),1.86,,,,,
2026-08-21,2267,ヤクルト本社,東P,"2,974.5",+43.5 (+1.48%) ,1.43,19.74,7.5,9.29,49.50,-19.48,(連),2.35,161.56,2.52,0.86,-12.63,0.86
2026-08-21,2268,Ｂ―Ｒ　サーティワン　アイス,東S,"4,055",+10.0 (+0.25%) ,,,,,,,,,,,,,
2026-08-21,2269,明治ＨＬＤＧ,東P,"4,351",+9.0 (+0.21%) ,1.53,33.62,4.6,7.95,13.65,17.75,(連),2.41,234.26,0.23,1.25,7.91,2.64
2026-08-21,226A,勝美ジャパン,東PRO,--,-- (--%) ,2.12,7.54,32.0,9.26,0.00,27.72,(単),2.63,,,,,
2026-08-21,2270,雪印メグミルク,東P,"3,670",+20.0 (+0.55%) ,0.94,6.99,13.6,2.97,0.00,1.11,(連),2.72,430.80,-0.47,25.91,23.47,1.71
2026-08-21,227A,ＩＮＳＩＧＨＴ　ＬＡＢ,東PRO,--,-- (--%) ,,,,,,,,,,,,,
2026-08-21,2281,プリマハム,東P,"2,430",+15.0 (+0.62%) ,1.0,26.62,3.8,1.92,0.00,6.50,(連),3.29,,,,,
2026-08-21,2282,日本ハム,東P,"6,423",+9.0 (+0.14%) ,,,,,,,,,416.13,1.01,-0.65,4.29,4.28
2026-08-21,2286,林兼産業,東S,919,-5.0 (-0.54%) ,,,,,,,,,,,,,
2026-08-21,2288,丸大食品,東P,"2,248",+12.0 (+0.54%) ,0.72,5.62,13.8,3.15,0.00,30.98,(連),3.11,,,,,
2026-08-21,228A,オプロ,東G,"1,636",-31.0 (-1.86%) ,2.88,15.60,20.1,12.97,0.00,60.48,(単),0.00,,,,,
2026-08-21,2291,福留ハム,東S,513,-2.0 (-0.39%) ,0.69,5.40,14.6,-3.34,0.00,-28.99,(連),0.00,,,,,
2026-08-21,2292,Ｓ　ＦＯＯＤＳ,東P,"2,888",+39.0 (+1.37%) ,0.69,9.90,7.3,2.22,13.31,83.56,(連),3.60,239.95,-0.67,13.68,-35.12,7.00
2026-08-21,2293,滝沢ハム,東S,"2,717",+10.0 (+0.37%) ,,,,,,,,,,,,,
2026-08-21,2294,柿安本店,東P,"2,641",+22.0 (+0.84%) ,1.63,31.18,5.3,3.95,0.00,-4.23,(連),3.22,,,,,
2026-08-21,2296,伊藤ハム米久ＨＬＤＧ,東P,"5,110",+20.0 (+0.39%) ,0.98,14.34,7.0,2.66,19.85,46.48,(連),6.26,332.22,-2.26,0.80,9.26,3.92
2026-08-21,229A,アスミＨＬＤＧ,東PRO,--,-- (--%) ,,,,,,,,,,,,,
2026-08-21,2300,きょくとう,東S,497,+2.0 (+0.40%) ,1.14,48.54,2.4,0.04,0.00,-47.80,(単),2.21,,,,,
2026-08-21,2301,学情,東P,"1,695",+5.0 (+0.30%) ,1.53,12.11,12.9,21.16,0.00,-13.07,(単),3.95,166.90,0.53,-9.42,-17.76,8.58
2026-08-21,2303,ドーン,東S,"1,335",-22.0 (-1.62%) ,,,,,,,,,,,,,
2026-08-21,2304,ＣＳＳ　ＨＬＤＧ,東S,910,0.0 (0.00%) ,,,,,,,,,,,,,
2026-08-21,2305,スタジオアリス,東S,"1,928",+1.0 (+0.05%) ,1.08,28.18,3.9,6.37,0.00,-29.20,(連),2.59,,,,,
2026-08-21,2307,クロスキャット,東P,"1,087",-6.0 (-0.55%) ,,,,,,,,,,,,,
2026-08-21,2311,エプコ,東S,785,+3.0 (+0.38%) ,1.5,16.54,9.1,6.01,0.00,9.07,(連),4.46,,,,,
2026-08-21,2315,ＣＡＩＣＡ　ＤＩＧＩＴＡＬ,東S,64,-1.0 (-1.54%) ,2.68,52.46,11.6,1.35,0.00,-44.93,(連),0.00,,,,,
2026-08-21,2317,システナ,東P,440,-2.0 (-0.45%) ,3.97,13.90,31.4,16.28,0.00,36.19,(連),3.18,32.14,8.83,-0.59,21.43,8.29
2026-08-21,2321,ソフトフロントＨＬＤＧ,東G,131,-3.0 (-2.24%) ,,,,,,,,,,,,,
2026-08-21,2323,ｆｏｎｆｕｎ,東S,323,+1.0 (+0.31%) ,4.8,15.97,31.8,11.46,0.00,66.26,(連),0.00,,,,,
2026-08-21,2325,ＮＪＳ,東P,"4,825",+30.0 (+0.63%) ,1.61,21.05,8.0,13.15,7.74,7.83,(連),2.18,257.30,1.52,-6.33,2.78,11.32
2026-08-21,2326,デジタルアーツ,東P,"4,370",-55.0 (-1.24%) ,,,,,,,,,297.85,0.85,0.51,-29.23,10.90
2026-08-21,2327,日鉄ソリューションズ,東P,"3,866",-30.0 (-0.77%) ,2.53,22.94,11.4,11.6,0.00,15.89,(連),2.20,177.66,4.03,0.12,2.42,10.95
2026-08-21,2329,東北新社,東S,488,+3.0 (+0.62%) ,,,,,,,,,,,,,
2026-08-21,2330,フォーサイド,東S,77,+1.0 (+1.32%) ,1.09,7.57,15.8,5.29,0.00,919.15,(連),0.00,,,,,
2026-08-21,2331,ＡＬＳＯＫ,東P,"1,184.5",+9.0 (+0.77%) ,1.5,17.29,9.2,7.86,0.00,15.79,(連),2.47,84.48,0.60,-0.02,24.49,7.13
2026-08-21,2332,クエスト,東S,"1,666",-4.0 (-0.24%) ,1.15,10.93,10.9,6.13,0.00,3.60,(連),3.48,,,,,
2026-08-21,2334,イオレ,東G,508,-41.0 (-7.47%) ,,,,,,,,,,,,,
2026-08-21,2335,キューブシステム,東P,"1,090",+3.0 (+0.28%) ,1.45,10.54,14.0,8.42,0.00,13.50,(連),4.22,,,,,
2026-08-21,2337,いちご,東P,413,+6.0 (+1.47%) ,,,,,,,,,47.77,0.45,0.17,4.97,12.01
2026-08-21,2338,クオンタムソリューションズ,東S,133,-1.0 (-0.75%) ,,,,,,,,,,,,,
2026-08-21,233A,ｉＦ　インド　Ｎｉｆｔｙ５０,東ETF,"1,888",+8.0 (+0.43%) ,,,,,,,,,,,,,
2026-08-21,2340,極楽湯ＨＬＤＧ,東S,515,+2.0 (+0.39%) ,3.33,17.46,22.7,7.61,0.00,3.67,(連),1.17,,,,,
2026-08-21,2341,アルバイトタイムス,東S,172,+1.0 (+0.58%) ,1.1,16.65,6.7,3.39,0.00,92.05,(連),2.91,,,,,
2026-08-21,2342,トランスジェニックグループ,東S,257,-1.0 (-0.39%) ,,,,,,,,,,,,,
2026-08-21,2345,ＨＯＤＬ１,東S,108,+5.0 (+4.85%) ,,,,,,,,,,,,,
2026-08-21,2349,エヌアイデイ,東S,"2,543",-7.0 (-0.27%) ,1.14,11.10,10.9,12.76,0.00,6.02,(連),1.14,,,,,
2026-08-21,234A,ＧＸ　ＭＳＣＩキャッシュフロ,東ETF,"1,487",-5.0 (-0.34%) ,,,,,,,,,,,,,
2026-08-21,2351,ＡＳＪ,東S,332,+14.0 (+4.40%) ,0.89,29.46,3.1,4.73,0.00,-22.96,(連),0.90,,,,,
2026-08-21,2353,日本駐車場開発,東P,269,-1.0 (-0.37%) ,4.42,17.87,27.7,20.79,0.00,20.29,(連),2.97,19.20,0.51,0.16,9.18,11.71
2026-08-21,2354,ＹＥ　ＤＩＧＩＴＡＬ,東S,"1,325",-45.0 (-3.28%) ,2.91,18.55,17.9,8.03,0.00,18.51,(連),1.51,,,,,
2026-08-21,2359,コア,東P,"2,118",+4.0 (+0.19%) ,,,,,,,,,,,,,
2026-08-21,235A,ＧＸ　高配当　３０−日本株式,東ETF,"1,455",+5.0 (+0.34%) ,,,,,,,,,,,,,
2026-08-21,236A,ｉＳ　日本国債７−１０年,東ETF,439,-0.8 (-0.18%) ,,,,,,,,,,,,,
2026-08-21,2370,メディネット,東G,26,+1.0 (+4.00%) ,,,,,,,,,,,,,
2026-08-21,2371,カカクコム,東P,"3,700",-9.0 (-0.24%) ,11.26,38.93,29.7,28.94,0.00,-4.76,(連),1.35,112.47,1.80,-1.32,-5.71,19.48
2026-08-21,2373,ケア２１,東S,409,+1.0 (+0.25%) ,1.25,14.38,8.4,1.63,0.00,327.20,(連),4.16,,,,,
2026-08-21,2375,ギグワークス,東S,205,+2.0 (+0.99%) ,1.45,14.94,10.6,0.07,0.00,101.17,(連),0.98,,,,,
2026-08-21,2376,サイネックス,東S,784,-6.0 (-0.76%) ,0.55,87.11,0.6,0.98,0.00,-54.47,(連),1.91,,,,,
2026-08-21,2378,ルネサンス,東P,"1,068",0.0 (0.00%) ,,,,,,,,,,,,,
2026-08-21,2379,ディップ,東P,"1,880",-8.0 (-0.42%) ,2.65,16.52,16.4,16.61,0.00,-32.19,(連),5.05,77.86,-0.77,-15.25,-59.73,-3.01
2026-08-21,237A,ｉＳ　米国債２５年超,東ETF,146.3,-0.7 (-0.48%) ,,,,,,,,,,,,,
2026-08-21,2384,ＳＢＳ　ＨＬＤＧ,東P,"5,190",+190.0 (+3.80%) ,2.13,17.49,12.7,4.34,0.00,14.52,(連),1.73,356.02,0.70,1.69,13.25,12.44
2026-08-21,2385,総医研ＨＬＤＧ,東G,220,-1.0 (-0.45%) ,,,,,,,,,,,,,
2026-08-21,2388,ウェッジＨＬＤＧ,東G,36,+1.0 (+2.86%) ,,,,,,,,,,,,,
2026-08-21,238A,ｉＳ　米国債２５年超　ベッジ有,東ETF,120.7,-1.2 (-0.98%) ,,,,,,,,,,,,,
2026-08-21,2391,プラネット,東S,"1,175",+3.0 (+0.26%) ,1.38,19.44,7.2,17.84,0.00,-14.33,(単),3.70,,,,,
2026-08-21,2393,日本ケアサプライ,東S,"4,420",+55.0 (+1.26%) ,3.69,30.42,12.5,8.86,0.00,25.59,(連),1.63,,,,,
2026-08-21,2395,新日本科学,東P,"1,418",-49.0 (-3.34%) ,1.37,12.93,11.0,8.16,35.20,-9.57,(連),3.53,94.90,-1.15,4.30,-19.59,8.80
2026-08-21,239A,バレッグス,東PRO,--,-- (--%) ,0.68,3.99,18.7,8.57,0.00,48.68,(連),7.33,,,,,
2026-08-21,2404,鉄人化ＨＬＤＧ,東S,559,-7.0 (-1.24%) ,11.38,22.01,78.7,2.62,0.00,633.33,(連),0.00,,,,,
2026-08-21,2408,ＫＧ情報,東S,857,-2.0 (-0.23%) ,1.04,18.68,5.6,16.08,0.00,44.20,(連),4.20,,,,,
2026-08-21,2410,キャリアデザインセンター,東P,"2,922",-12.0 (-0.41%) ,3.32,13.94,25.7,8.48,0.00,11.54,(単),3.42,,,,,
2026-08-21,2411,ゲンダイエージェンシー,東S,465,+1.0 (+0.22%) ,,,,,,,,,,,,,
2026-08-21,2413,エムスリー,東P,"1,708",-42.5 (-2.43%) ,2.79,23.55,12.5,20.93,27.66,17.74,(連),1.29,81.12,1.82,-0.69,0.01,17.61
2026-08-21,2415,ヒューマンＨＬＤＧ,東S,"1,588",-2.0 (-0.13%) ,0.84,7.43,11.8,3.52,0.00,8.70,(連),4.35,226.40,1.17,-6.58,-13.41,2.20
2026-08-21,2418,ツカダ・グローバルＨＬＤＧ,東S,604,+3.0 (+0.50%) ,0.77,6.00,13.7,13.05,0.00,-3.00,(連),1.99,,,,,
2026-08-21,241A,ＲＯＸＸ,東G,406,+1.0 (+0.25%) ,,,,,,,,,,,,,
2026-08-21,2424,ブラス,東S,600,-1.0 (-0.17%) ,0.77,7.74,10.4,5.54,0.00,56.76,(連),1.33,,,,,
2026-08-21,2425,ケアサービス,東S,661,-6.0 (-0.90%) ,0.85,21.79,3.9,1.42,0.00,-72.12,(単),3.33,,,,,
2026-08-21,2428,ウェルネット,東S,635,+2.0 (+0.32%) ,,,,,,,,,,,,,
2026-08-21,2429,ワールドＨＬＤＧ,東P,"2,866",-1.0 (-0.03%) ,1.03,7.75,14.1,3.81,0.00,27.08,(連),4.52,430.60,0.41,5.69,15.04,16.54
2026-08-21,2432,ディー・エヌ・エー,東P,"2,496.5",-6.5 (-0.26%) ,1.15,14.57,8.0,12.66,0.91,-19.02,(連),2.64,331.14,0.08,26.97,10.98,-6.24
2026-08-21,2433,博報堂ＤＹ　ＨＬＤＧ,東P,"1,307.5",-30.5 (-2.28%) ,1.21,28.37,4.3,5.19,27.67,7.97,(連),2.45,68.34,0.41,1.20,6.31,-2.04
2026-08-21,2435,シダー,東S,216,+2.0 (+0.93%) ,,,,,,,,,,,,,
2026-08-21,2436,共同ピーアール,東S,649,+2.0 (+0.31%) ,2.61,13.12,22.7,15.22,0.00,20.79,(連),1.08,,,,,
2026-08-21,2437,Ｓｈｉｎｗａ　Ｗｉｓｅ　ＨＬＤ,東S,610,-9.0 (-1.45%) ,,,,,,,,,,,,,
2026-08-21,2438,アスカネット,東G,352,+1.0 (+0.28%) ,0.99,18.58,5.5,5.5,0.00,140.45,(連),1.99,,,,,
2026-08-21,243A,トップス,東PRO,--,-- (--%) ,1.23,20.56,6.2,2.91,0.00,-18.40,(単),0.36,,,,,
2026-08-21,2440,ぐるなび,東S,131,+1.0 (+0.77%) ,,,,,,,,,,,,,
2026-08-21,2445,タカミヤ,東S,419,-5.0 (-1.18%) ,0.82,11.07,7.7,7.22,3.62,63.69,(連),3.82,,,,,
2026-08-21,2449,プラップジャパン,東S,"1,092",-3.0 (-0.27%) ,0.9,10.16,9.0,9.72,22.72,26.86,(連),3.75,,,,,
2026-08-21,244A,グロースエクスパートナーズ,東G,"1,159",-1.0 (-0.09%) ,1.14,6.30,22.7,15.22,0.00,42.39,(連),0.00,,,,,
2026-08-21,2452,コンピュータマインド,東PRO,--,-- (--%) ,1.08,9.37,12.0,7.27,0.00,-18.75,(連),2.06,,,,,
2026-08-21,2454,オールアバウト,東S,345,+4.0 (+1.17%) ,,,,,,,,,,,,,
2026-08-21,2459,アウンコンサルティング,東S,174,-1.0 (-0.57%) ,,,,,,,,,,,,,
2026-08-21,245A,ＩＮＧＳ,東G,"2,466",-4.0 (-0.16%) ,3.17,22.37,20.0,6.34,0.00,5.65,(単),0.00,,,,,
2026-08-21,2461,ファンコミュニケーションズ,東P,397,0.0 (0.00%) ,1.5,20.11,7.4,27.69,15.68,20.60,(連),6.80,,,,,
2026-08-21,2462,ライク,東P,"1,545",+13.0 (+0.85%) ,,,,,,,,,109.90,-1.48,-27.05,-28.48,6.35
2026-08-21,2464,Ａｏｂａ−ＢＢＴ,東S,363,+2.0 (+0.55%) ,,,,,,,,,,,,,
2026-08-21,2467,ＶＬＣセキュリティ,名N,181,+2.0 (+1.12%) ,,,,,,,,,,,,,
2026-08-21,2469,ヒビノ,東S,"2,786",+9.0 (+0.32%) ,1.97,9.05,24.0,7.49,17.80,29.00,(連),3.05,292.50,-1.89,-1.00,5.64,12.30
2026-08-21,246A,アスア,東G,914,+3.0 (+0.33%) ,,,,,,,,,,,,,
2026-08-21,2471,エスプール,東P,300,-4.0 (-1.32%) ,2.29,16.27,14.4,9.29,0.00,-17.36,(連),3.33,21.80,0.77,4.40,-25.43,2.57
2026-08-21,2475,ＷＤＢ　ＨＬＤＧ,東P,"1,839",-4.0 (-0.22%) ,1.08,12.98,8.5,8.87,0.00,-9.77,(連),3.40,146.00,4.11,-7.92,-15.45,-0.13
2026-08-21,2477,手間いらず,東S,"3,090",-15.0 (-0.48%) ,2.87,18.64,16.0,73.58,0.00,9.53,(単),1.23,195.20,0.89,0.00,9.38,9.12
2026-08-21,2479,ジェイテック,東S,245,0.0 (0.00%) ,1.33,13.34,10.2,7.0,0.00,-35.76,(連),5.31,,,,,
2026-08-21,247A,Ａｉロボティクス,東G,963,-10.0 (-1.03%) ,10.33,22.17,56.7,12.95,0.00,56.07,(単),0.00,85.60,0.12,1.91,59.35,103.42
2026-08-21,2480,システム・ロケーション,東S,"1,725",-3.0 (-0.17%) ,1.5,20.49,7.7,34.84,0.00,8.49,(連),2.20,,,,,
2026-08-21,2481,タウンニュース社,東S,662,-2.0 (-0.30%) ,,,,,,,,,,,,,
2026-08-21,2483,翻訳センター,東S,"2,205",+10.0 (+0.46%) ,1.05,16.00,6.7,6.48,0.00,-17.35,(連),6.35,,,,,
2026-08-21,2484,出前館,東S,156,+1.0 (+0.65%) ,,,,,,,,,,,,,
2026-08-21,2485,ティア,東S,451,+5.0 (+1.12%) ,1.18,11.38,10.6,7.62,0.00,26.79,(連),4.43,,,,,
2026-08-21,2488,ＪＴＰ,東S,"1,451",-7.0 (-0.48%) ,2.01,12.03,17.8,9.73,0.00,18.36,(単),3.38,,,,,
2026-08-21,2489,アドウェイズ,東S,380,-2.0 (-0.52%) ,1.09,58.73,1.9,2.43,16.66,20.68,(連),1.69,,,,,
2026-08-21,248A,キッズスター,東G,814,-4.0 (-0.49%) ,0.9,13.20,6.7,21.43,0.00,48.21,(連),0.00,,,,,
