取得日,コード,銘柄名,市場,現在値,前日比(%),PBR(株価純資産倍率)(倍),PER(株価収益率)(倍),ROE(自己資本利益率)(%),海外売上高比率(%),経常利益変化率(%) - 前年度比,自己資本比率(%),財務,配当利回り(%),EPS(予)(一株あたり当期利益)(円),PEG(予)(倍),業績予想修正率(予)(%),経常利益変化率(予)(%) - 1年前,過去3年平均売上高成長率(予)(%)
2026-08-20,4462,石原ケミカル,東P,"3,045",-5.0 (-0.16%) ,1.68,14.01,12.7,70.81,15.57,82.39,(連),1.44,,,,,
2026-08-20,4463,日華化学,東S,"2,015",+15.0 (+0.75%) ,0.91,13.41,6.9,50.25,-3.19,47.54,(連),2.98,,,,,
2026-08-20,4464,ソフト９９コーポレーション,東S,--,-- (--%) ,,,,,,,,,,,,,
2026-08-20,4465,ニイタカ,東S,"2,345",+18.0 (+0.77%) ,,,,,,,,,,,,,
2026-08-20,446A,ノースサンド,東G,"2,034",+97.0 (+5.01%) ,,,,,,,,,,,,,
2026-08-20,4471,三洋化成工業,東P,"6,250",+140.0 (+2.29%) ,0.87,8.84,10.6,37.56,26.74,81.44,(連),2.72,412.10,-0.36,-9.15,16.22,0.37
2026-08-20,4475,ＨＥＮＮＧＥ,東G,"1,504",+98.0 (+6.97%) ,,,,,,,,,,,,,
2026-08-20,4476,ＡＩ　ＣＲＯＳＳ,東G,"1,107",+17.0 (+1.56%) ,2.16,25.19,9.4,11.16,12.27,60.17,(連),0.00,,,,,
2026-08-20,4477,ＢＡＳＥ,東G,312,+13.0 (+4.35%) ,2.41,19.66,13.0,0.00,106.53,25.26,(連),1.60,17.20,2.16,55.37,42.94,31.42
2026-08-20,4478,フリー,東G,"3,855",+390.0 (+11.26%) ,,,,,,,,,48.33,0.48,4.84,-46.67,23.64
2026-08-20,4479,マクアケ,東G,929,+74.0 (+8.65%) ,2.19,29.08,7.9,0.00,891.67,72.18,(単),0.00,,,,,
2026-08-20,447A,ＳＳＳＰ　ゴールドヘッジなし,東ETF,284.4,+7.4 (+2.67%) ,,,,,,,,,,,,,
2026-08-20,4480,メドレー,東P,"2,959",+67.0 (+2.32%) ,6.18,96.64,5.6,0.00,-46.00,35.87,(連),0.00,70.06,0.33,-1.61,-42.55,25.76
2026-08-20,4481,ベース,東P,"3,380",+190.0 (+5.96%) ,4.3,14.74,30.7,0.00,10.77,75.3,(連),3.46,234.30,6.63,-6.30,-12.50,6.16
2026-08-20,4482,ウィルズ,東G,735,+6.0 (+0.82%) ,5.73,17.75,35.6,0.00,25.10,53.45,(連),1.77,,,,,
2026-08-20,4483,ＪＭＤＣ,東P,"3,465",+65.0 (+1.91%) ,2.71,33.50,8.4,0.00,17.09,52.78,(連),0.52,117.50,2.17,0.57,-20.60,21.06
2026-08-20,4484,ランサーズ,東G,289,-1.0 (-0.34%) ,3.3,51.52,6.6,0.00,80.00,37.96,(連),0.69,,,,,
2026-08-20,4486,ユナイトアンドグロウ,東G,694,-6.0 (-0.86%) ,2.45,13.33,19.2,0.00,36.50,64.45,(単),4.03,,,,,
2026-08-20,4487,スペースマーケット,東G,224,0.0 (0.00%) ,2.69,12.65,26.4,0.00,35.03,24.57,(連),0.00,,,,,
2026-08-20,4488,ＡＩ　ｉｎｓｉｄｅ,東G,"2,155",+45.0 (+2.13%) ,1.72,24.23,7.4,0.00,20.25,72.6,(単),0.00,,,,,
2026-08-20,448A,ＳＳＳＰ　ゴールドヘッジあり,東ETF,269.9,+8.8 (+3.37%) ,,,,,,,,,,,,,
2026-08-20,4490,ビザスク,東G,689,+7.0 (+1.03%) ,-0.9,10.20,70.3,40.49,15.94,21.49,(連),0.00,,,,,
2026-08-20,4491,コンピューターマネージメント,東S,"3,230",+5.0 (+0.16%) ,1.59,12.86,13.2,0.00,22.45,72.45,(連),1.86,,,,,
2026-08-20,4492,ゼネテック,東S,375,0.0 (0.00%) ,1.59,8.47,19.9,0.00,20.64,39.44,(連),5.87,,,,,
2026-08-20,4493,サイバーセキュリティクラウド,東G,"1,917",+38.0 (+2.02%) ,4.44,23.42,18.6,0.00,31.25,75.59,(連),0.26,,,,,
2026-08-20,4495,アイキューブドシステムズ,東G,"1,911",+59.0 (+3.19%) ,,,,,,,,,,,,,
2026-08-20,4496,コマースＯｎｅ　ＨＬＤＧ,東G,767,+10.0 (+1.32%) ,2.06,17.92,11.8,0.00,11.58,72.11,(連),2.74,,,,,
2026-08-20,4498,サイバートラスト,東G,"1,322",+50.0 (+3.93%) ,,,,,,,,,82.50,0.46,0.00,12.22,11.49
2026-08-20,4499,Ｓｐｅｅｅ,東S,"2,764",+62.0 (+2.29%) ,,,,,,,,,,,,,
2026-08-20,449A,ＳＳＳＰ　Ｓ＆Ｐ５００ヘッジ無,東ETF,832.8,+0.7 (+0.08%) ,,,,,,,,,,,,,
2026-08-20,4502,武田薬品工業,東P,"5,825",+56.0 (+0.97%) ,,,,,,,,,127.10,-0.20,1.33,-23.80,1.07
2026-08-20,4503,アステラス製薬,東P,"2,418",+81.0 (+3.47%) ,2.37,14.86,17.4,85.18,"1,105.58",51.28,(連),3.23,195.10,0.62,4.44,57.37,9.50
2026-08-20,4506,住友ファーマ,東P,"1,465",+114.5 (+8.48%) ,1.99,5.45,46.3,81.30,469.78,36.35,(連),0.00,210.24,-0.32,2.31,82.05,17.62
2026-08-20,4507,塩野義製薬,東P,"2,932.5",+73.5 (+2.57%) ,1.48,12.16,13.5,69.56,19.01,65.4,(連),2.42,252.83,2.39,0.87,4.13,25.81
2026-08-20,450A,ＳＳＳＰ　Ｓ＆Ｐ５００ヘッジ有,東ETF,793.6,+3.4 (+0.43%) ,,,,,,,,,,,,,
2026-08-20,4512,わかもと製薬,東S,286,+13.0 (+4.76%) ,,,,,,,,,,,,,
2026-08-20,4516,日本新薬,東P,"3,697",+71.0 (+1.96%) ,0.85,8.38,11.0,45.15,0.90,84.18,(連),3.35,443.63,13.99,-1.36,-0.71,9.09
2026-08-20,4519,中外製薬,東P,"7,101",+216.0 (+3.14%) ,5.77,26.93,22.1,62.34,10.09,82.06,(連),3.83,308.70,1.35,0.09,9.63,8.70
2026-08-20,451A,ＳＳＳＰ　Ｓ＆Ｐ５００高配当株,東ETF,305.2,+2.9 (+0.96%) ,,,,,,,,,,,,,
2026-08-20,4521,科研製薬,東P,"4,005",+5.0 (+0.13%) ,1.03,70.80,1.4,58.35,-100.97,82.83,(連),4.74,191.06,0.09,28.91,192.42,-1.84
2026-08-20,4523,エーザイ,東P,"4,962",+125.0 (+2.58%) ,1.56,36.28,4.4,71.28,-16.48,62.04,(連),3.22,209.11,0.45,0.59,9.79,7.36
2026-08-20,4524,森下仁丹,東S,"2,238",-7.0 (-0.31%) ,0.71,14.58,5.0,21.87,-11.15,69.68,(連),2.90,,,,,
2026-08-20,4526,理研ビタミン,東P,"3,320",+40.0 (+1.22%) ,1.16,13.94,8.7,22.06,-18.19,71.61,(連),3.31,253.53,2.03,10.62,-25.74,1.36
2026-08-20,4527,ロート製薬,東P,"2,867",+62.0 (+2.21%) ,2.15,18.92,12.1,51.00,18.65,62.06,(連),1.60,154.95,8.27,0.14,8.83,9.28
2026-08-20,4528,小野薬品工業,東P,"2,481.5",+21.5 (+0.87%) ,1.37,16.71,8.5,44.34,56.17,76.88,(連),3.22,152.51,6.01,-0.03,10.47,-3.15
2026-08-20,452A,ｉＳ　Ｓ＆Ｐ５００プレミインカ,東ETF,820.6,0.0 (0.00%) ,,,,,,,,,,,,,
2026-08-20,4531,有機合成薬品工業,東S,358,+4.0 (+1.13%) ,0.57,24.67,2.4,51.90,-73.40,52.42,(単),2.79,,,,,
2026-08-20,4534,持田製薬,東P,"3,280",+60.0 (+1.86%) ,0.83,14.71,5.8,0.00,38.78,76.8,(連),2.44,,,,,
2026-08-20,4536,参天製薬,東P,"1,949.5",+69.0 (+3.67%) ,2.11,17.09,12.8,49.66,-0.08,70.2,(連),1.95,119.68,3.29,-0.69,-1.87,0.61
2026-08-20,4538,扶桑薬品工業,東P,"2,312",+34.0 (+1.49%) ,,,,,,,,,,,,,
2026-08-20,4539,日本ケミファ,東S,"1,567",0.0 (0.00%) ,,,,,,,,,,,,,
2026-08-20,453A,ｉＳ米国債２０年超プレミインカ,東ETF,758.1,+4.2 (+0.56%) ,,,,,,,,,,,,,
2026-08-20,4540,ツムラ,東P,"3,748",+27.0 (+0.73%) ,0.87,9.96,9.0,15.89,-5.68,54.28,(連),3.92,346.80,-1.38,-0.67,-4.21,9.22
2026-08-20,4543,テルモ,東P,"2,576.5",+104.5 (+4.23%) ,2.4,27.96,9.2,80.33,15.32,68.53,(連),1.16,122.61,0.64,0.60,14.02,10.42
2026-08-20,4544,Ｈ．Ｕ．グループＨＬＤＧ,東P,"3,632",+55.0 (+1.54%) ,1.47,29.89,5.0,15.85,-40.24,51.34,(連),3.44,98.18,-1.93,-1.70,-18.10,3.38
2026-08-20,4547,キッセイ薬品工業,東P,"4,115",+25.0 (+0.61%) ,,,,,,,,,261.20,-0.74,-2.36,-0.07,2.22
2026-08-20,4548,生化学工業,東P,709,+6.0 (+0.85%) ,0.51,26.27,2.0,61.73,-13.14,87.21,(連),4.23,,,,,
2026-08-20,4549,栄研化学,東P,"2,359",+65.0 (+2.83%) ,1.77,20.97,8.5,27.34,-11.07,70.14,(連),2.46,,,,,
2026-08-20,4552,ＪＣＲファーマ,東P,546,+18.0 (+3.41%) ,1.42,30.55,4.6,0.00,115.58,42.91,(連),3.66,3.95,-1.77,-15.24,-85.22,15.21
2026-08-20,4553,東和薬品,東P,"3,865",+100.0 (+2.66%) ,1.07,36.24,3.0,9.72,7.37,37.47,(連),2.07,452.02,0.03,0.16,11.96,8.38
2026-08-20,4554,富士製薬工業,東P,"1,879",+37.0 (+2.01%) ,0.98,15.28,6.5,0.00,0.31,50.21,(連),2.42,81.40,-0.68,10.28,28.06,14.36
2026-08-20,4558,中京医薬品,東S,201,0.0 (0.00%) ,0.83,25.64,3.2,0.00,18.80,48.78,(単),2.49,,,,,
2026-08-20,4559,ゼリア新薬工業,東P,"2,150",+32.0 (+1.51%) ,0.87,11.21,8.5,59.27,-14.00,60.32,(連),2.28,235.90,0.40,9.76,-3.57,4.04
2026-08-20,455A,バリューソフトＨＬＤＧ,東PRO,--,-- (--%) ,,,,,,,,,,,,,
2026-08-20,4563,アンジェス,東G,42,0.0 (0.00%) ,,,,,,,,,,,,,
2026-08-20,4564,オンコセラピー・サイエンス,東G,21,+1.0 (+5.00%) ,,,,,,,,,,,,,
2026-08-20,4565,ネクセラファーマ,東P,"1,133",-34.0 (-2.91%) ,,,,,,,,,56.35,-0.14,35.44,8.16,17.99
2026-08-20,4568,第一三共,東P,"2,867.5",+138.5 (+5.08%) ,3.14,20.42,15.8,72.68,-25.93,41.55,(連),2.72,156.28,1.63,0.24,-25.98,11.70
2026-08-20,4569,杏林製薬,東P,"1,166",+17.0 (+1.48%) ,0.47,19.42,2.5,0.00,-69.51,72.87,(連),4.89,29.00,-0.78,-46.61,-63.11,-2.68
2026-08-20,456A,ＨＵＭＡＮ　ＭＡＤＥ,東G,"1,362",+4.0 (+0.29%) ,,,,,,,,,,,,,
2026-08-20,4570,免疫生物研究所,東G,"1,098",+99.0 (+9.91%) ,5.55,31.08,19.6,40.97,43.54,85.52,(連),0.55,,,,,
2026-08-20,4571,ＮＡＮＯＨＬＤＧ,東G,109,+5.0 (+4.81%) ,,,,,,,,,,,,,
2026-08-20,4572,カルナバイオサイエンス,東G,407,+25.0 (+6.54%) ,,,,,,,,,,,,,
2026-08-20,4574,大幸薬品,東P,268,+3.0 (+1.13%) ,1.58,14.58,11.2,35.88,-29.94,69.42,(連),1.23,1.80,-1.65,-82.26,-72.50,0.14
2026-08-20,4575,キャンバス,東G,811,+49.0 (+6.43%) ,,,,,,,,,,,,,
2026-08-20,4576,デ・ウエスタン・セラピテクス,東G,88,+4.0 (+4.76%) ,,,,,,,,,,,,,
2026-08-20,4577,ダイト,東P,"1,357",+23.0 (+1.72%) ,,,,,,,,,88.70,-0.88,-8.11,-10.53,3.26
2026-08-20,4578,大塚ＨＬＤＧ,東P,"12,600",+545.0 (+4.52%) ,2.19,18.39,12.6,70.91,39.36,72.27,(連),1.11,650.07,-3.79,1.14,27.34,7.11
2026-08-20,4579,ラクオリア創薬,東G,586,+16.0 (+2.81%) ,2.08,50.82,4.4,73.18,221.05,65.13,(連),0.00,,,,,
2026-08-20,457A,ルリアン,東PRO,--,-- (--%) ,,,,,,,,,,,,,
2026-08-20,4582,シンバイオ製薬,東G,66,-3.0 (-4.35%) ,,,,,,,,,,,,,
2026-08-20,4583,カイオム・バイオサイエンス,東G,84,0.0 (0.00%) ,,,,,,,,,,,,,
2026-08-20,4584,キッズウェル・バイオ,東G,170,+3.0 (+1.80%) ,,,,,,,,,,,,,
2026-08-20,4586,メドレックス,東G,66,+1.0 (+1.54%) ,,,,,,,,,,,,,
2026-08-20,4587,ペプチドリーム,東P,"1,101.5",+74.5 (+7.25%) ,,,,,,,,,102.65,-0.02,-18.70,-44.17,-9.55
2026-08-20,4588,オンコリスバイオファーマ,東G,"3,720",+300.0 (+8.77%) ,,,,,,,,,,,,,
2026-08-20,458A,プラン・ドゥ,東PRO,--,-- (--%) ,,,,,,,,,,,,,
2026-08-20,4591,リボミック,東G,83,+5.0 (+6.41%) ,,,,,,,,,,,,,
2026-08-20,4592,サンバイオ,東G,"1,042",+58.0 (+5.89%) ,,,,,,,,,,,,,
2026-08-20,4593,ヘリオス,東G,288,+29.0 (+11.20%) ,,,,,,,,,,,,,
2026-08-20,4594,ブライトパス・バイオ,東G,55,+4.0 (+7.84%) ,,,,,,,,,,,,,
2026-08-20,4595,ミズホメディー,東S,"1,711",+22.0 (+1.30%) ,1.74,9.51,19.0,0.00,-8.34,83.5,(単),5.84,152.20,-0.73,-9.09,5.26,-2.34
2026-08-20,4596,窪田製薬ＨＬＤＧ,東G,67,+1.0 (+1.52%) ,,,,,,,,,,,,,
2026-08-20,4597,ソレイジア・ファーマ,東G,36,+3.0 (+9.09%) ,,,,,,,,,,,,,
2026-08-20,4598,Ｄｅｌｔａ―Ｆｌｙ　Ｐｈａｒｍ,東G,107,+2.0 (+1.90%) ,,,,,,,,,,,,,
2026-08-20,4599,ステムリム,東G,355,+12.0 (+3.50%) ,,,,,,,,,,,,,
2026-08-20,459A,野村高利回りＪリート指数ＥＴＦ,東ETF,"10,305",+20.0 (+0.19%) ,,,,,,,,,,,,,
2026-08-20,460A,ＢＲＡＮＵ,東G,"1,090",+2.0 (+0.18%) ,,,,,,,,,,,,,
2026-08-20,4611,大日本塗料,東P,"1,498",+13.0 (+0.88%) ,0.64,25.32,2.6,10.48,-13.85,48.57,(連),3.87,,,,,
2026-08-20,4612,日本ペイントＨＬＤＧ,東P,"1,198.5",+32.5 (+2.79%) ,1.55,15.63,10.6,90.33,38.04,44.9,(連),1.34,85.00,1.30,0.23,3.18,11.21
2026-08-20,4613,関西ペイント,東P,"2,899.5",+45.0 (+1.58%) ,1.7,16.14,11.1,75.34,11.42,37.4,(連),3.79,136.21,-0.88,2.44,-19.73,4.40
2026-08-20,4615,神東塗料,東S,132,+1.0 (+0.76%) ,,,,,,,,,,,,,
2026-08-20,4616,川上塗料,東S,"2,036",0.0 (0.00%) ,0.61,28.02,2.2,0.00,-32.39,38.44,(連),2.16,,,,,
2026-08-20,4617,中国塗料,東P,"3,650",+155.0 (+4.43%) ,,,,,,,,,265.80,0.69,2.27,4.35,6.41
2026-08-20,4619,日本特殊塗料,東S,"2,715",+42.0 (+1.57%) ,0.96,11.20,8.9,11.31,1.86,70.55,(連),4.60,,,,,
2026-08-20,461A,ＭＸＳ日本株高配当Ｓ５０,東ETF,"2,613",+26.0 (+1.01%) ,,,,,,,,,,,,,
2026-08-20,4620,藤倉化成,東S,948,+18.0 (+1.94%) ,0.57,8.87,7.0,46.57,107.08,67.72,(連),2.11,,,,,
2026-08-20,4623,アサヒペン,東S,"1,871",-2.0 (-0.11%) ,0.46,9.95,5.0,0.00,-21.74,57.74,(連),3.21,,,,,
2026-08-20,4624,イサム塗料,東S,"3,850",+85.0 (+2.26%) ,0.41,9.71,4.3,0.00,40.42,82.5,(連),1.30,,,,,
2026-08-20,4625,アトミクス,東S,783,+5.0 (+0.64%) ,0.37,4.41,8.8,0.00,66.03,68.62,(連),2.55,,,,,
2026-08-20,4626,太陽ＨＬＤＧ,東P,"4,769",+15.0 (+0.32%) ,4.58,22.09,22.0,66.13,49.44,57.32,(連),1.73,213.33,-18.66,1.50,24.02,10.51
2026-08-20,4627,ナトコ,東S,"1,872",-26.0 (-1.37%) ,0.58,12.43,4.7,15.46,9.59,78.7,(連),2.94,,,,,
2026-08-20,4628,エスケー化研,東S,"8,840",-40.0 (-0.45%) ,0.68,9.73,7.2,14.87,14.07,85.14,(連),2.60,,,,,
2026-08-20,4629,大伸化学,東S,"2,105",-53.0 (-2.46%) ,,,,,,,,,,,,,
2026-08-20,462A,ＦＵＮＤＩＮＮＯ,東G,228,+2.0 (+0.88%) ,,,,,,,,,,,,,
2026-08-20,4631,ＤＩＣ,東P,"5,240",+22.0 (+0.42%) ,1.05,15.33,7.4,75.25,16.74,36.96,(連),3.82,448.86,0.37,5.70,4.91,3.20
2026-08-20,4633,サカタインクス,東P,"2,640",+44.0 (+1.69%) ,1.09,11.22,10.0,74.50,19.17,52.76,(連),3.60,217.30,-1.59,7.29,-5.11,7.97
2026-08-20,4634,ａｒｔｉｅｎｃｅ,東P,"4,940",+120.0 (+2.49%) ,0.88,23.47,3.9,55.05,-0.57,57.51,(連),2.02,460.77,0.09,-8.20,-4.52,3.05
2026-08-20,4635,東京インキ,東S,"2,058",+34.0 (+1.68%) ,0.81,13.96,6.1,0.00,248.09,59.09,(連),3.06,,,,,
2026-08-20,463A,インテリックスＨＬＤＧ,東S,973,+22.0 (+2.31%) ,,,,,,,,,,,,,
2026-08-20,4641,アルプス技研,東P,849,+5.0 (+0.59%) ,,,,,,,,,44.53,-0.56,-2.44,-3.58,5.60
2026-08-20,4642,オリジナル設計,東S,"1,415",+4.0 (+0.28%) ,1.07,15.46,6.9,0.00,8.35,66.06,(連),2.47,,,,,
2026-08-20,4644,イマジニア,東S,"1,053",0.0 (0.00%) ,0.85,13.60,6.2,12.53,25.11,92.04,(連),5.70,,,,,
2026-08-20,4645,市進ＨＬＤＧ,東S,434,-1.0 (-0.23%) ,1.42,5.62,27.2,0.00,4.59,18.38,(連),2.30,,,,,
2026-08-20,464A,ＱＰＳＨＬＤＧ,東G,"1,840",+60.0 (+3.37%) ,,,,,,,,,88.72,0.07,20.00,9.65,96.20
2026-08-20,4650,ＳＤエンターテイメント,東S,269,-1.0 (-0.37%) ,1.34,11.16,12.7,0.00,-28.33,38.39,(連),0.00,,,,,
2026-08-20,4651,サニックスＨＬＤＧ,東S,280,+11.0 (+4.09%) ,1.22,31.75,4.0,0.00,-62.72,27.5,(連),0.71,,,,,
2026-08-20,4657,環境管理センター,東S,466,+1.0 (+0.22%) ,,,,,,,,,,,,,
2026-08-20,4658,日本空調サービス,東P,"1,549",+22.0 (+1.44%) ,,,,,,,,,,,,,
2026-08-20,465A,ＧＸ　日経平均株主還元４０,東ETF,"1,329",+27.0 (+2.07%) ,,,,,,,,,,,,,
2026-08-20,4661,オリエンタルランド,東P,"2,975",+77.5 (+2.67%) ,4.43,40.02,11.7,0.00,-2.13,67.52,(連),0.50,78.19,7.36,-0.31,-6.41,4.73
2026-08-20,4662,フォーカスシステムズ,東P,"1,708",+23.0 (+1.36%) ,1.63,10.97,15.9,0.00,41.77,64.57,(単),3.75,,,,,
2026-08-20,4664,アール・エス・シー,東S,971,+52.0 (+5.66%) ,1.24,20.29,6.1,0.00,-24.52,59.2,(連),2.47,,,,,
2026-08-20,4665,ダスキン,東P,"4,631",+69.0 (+1.51%) ,1.38,23.71,5.9,0.00,21.19,75.1,(連),2.55,222.38,1.50,4.19,10.24,3.61
2026-08-20,4666,パーク２４,東P,"2,023",+46.0 (+2.33%) ,3.52,21.69,18.1,20.77,-3.63,27.7,(連),1.48,261.01,0.04,17.91,-10.01,6.41
2026-08-20,4667,アイサンテクノロジー,東S,"2,112",+120.0 (+6.02%) ,1.71,21.34,8.2,0.00,71.01,61.71,(連),1.75,,,,,
2026-08-20,4668,明光ネットワークジャパン,東P,776,+4.0 (+0.52%) ,1.56,11.34,14.7,0.00,60.62,65.72,(連),3.48,38.30,-0.46,-7.69,-5.26,7.72
2026-08-20,466A,ＧＸ　防衛テック　ＥＴＦ,東ETF,"1,139",-8.0 (-0.70%) ,,,,,,,,,,,,,
2026-08-20,4671,ファルコＨＬＤＧ,東S,"2,830",+8.0 (+0.28%) ,,,,,,,,,,,,,
2026-08-20,4673,川崎地質,東S,"4,815",+105.0 (+2.23%) ,0.8,6.77,12.7,0.00,41.73,43.89,(連),3.01,,,,,
2026-08-20,4674,クレスコ,東P,"2,033",+15.0 (+0.74%) ,2.45,15.66,16.4,0.00,10.97,69.89,(連),3.15,,,,,
2026-08-20,4676,フジ・メディアＨＬＤＧ,東P,"4,117",-46.0 (-1.10%) ,1.07,125.33,1.0,0.00,-111.15,37.33,(連),3.04,277.65,0.02,-1.39,-22.62,5.96
2026-08-20,4678,秀英予備校,東S,326,+2.0 (+0.62%) ,,,,,,,,,,,,,
2026-08-20,4679,田谷,東S,260,0.0 (0.00%) ,,,,,,,,,,,,,
2026-08-20,467A,ＧＸ　米ドル建て投資適格社債Ｈ,東ETF,279.6,+0.6 (+0.22%) ,,,,,,,,,,,,,
2026-08-20,4680,ラウンドワン,東P,"1,366",+43.0 (+3.25%) ,,,,,,,,,74.11,1.08,0.89,-16.17,10.89
2026-08-20,4681,リゾートトラスト,東P,"1,846.5",+16.5 (+0.90%) ,2.45,18.73,13.7,0.00,9.06,30.51,(連),1.84,102.92,4.07,0.51,-46.67,2.89
2026-08-20,4684,オービック,東P,"4,725",+119.0 (+2.58%) ,3.97,27.53,15.8,0.00,16.72,83.39,(連),1.78,193.56,1.91,0.26,7.10,11.35
2026-08-20,4685,菱友システムズ,東S,"2,694",+86.0 (+3.30%) ,1.55,8.78,18.9,0.00,15.40,68.95,(連),3.62,,,,,
2026-08-20,4686,ジャストシステム,東P,"4,035",+65.0 (+1.64%) ,2.18,17.17,13.5,0.00,27.22,87.01,(連),0.67,,,,,
2026-08-20,4687,ＴＤＣソフト,東P,"1,037",+29.0 (+2.88%) ,2.09,12.63,17.5,0.00,9.91,74.4,(連),3.18,,,,,
2026-08-20,4689,ＬＩＮＥヤフー,東P,517.5,+23.3 (+4.71%) ,1.18,18.50,6.5,0.00,7.04,26.76,(連),1.41,26.45,-3.60,0.24,-3.29,8.83
2026-08-20,468A,ＧＸ　米ドル建て投資適格社債,東ETF,282.5,-0.9 (-0.32%) ,,,,,,,,,,,,,
2026-08-20,4691,ワシントンホテル,東S,"2,065",+57.0 (+2.84%) ,,,,,,,,,,,,,
2026-08-20,4694,ビー・エム・エル,東P,"3,610",+25.0 (+0.70%) ,,,,,,,,,200.90,-13.85,-6.50,0.88,4.08
2026-08-20,469A,フィットクルー,東G,"1,600",+29.0 (+1.85%) ,,,,,,,,,,,,,
2026-08-20,4704,トレンドマイクロ,東P,"5,708",+94.0 (+1.67%) ,5.71,21.75,28.2,68.26,2.16,30.2,(連),3.24,285.06,2.32,1.79,-16.33,4.63
2026-08-20,4705,クリップコーポレーション,東S,782,0.0 (0.00%) ,,,,,,,,,,,,,
2026-08-20,4707,キタック,東S,333,+5.0 (+1.52%) ,0.53,8.97,6.1,0.00,-58.52,55.58,(連),2.10,,,,,
2026-08-20,4709,ＩＤ　ＨＬＤＧ,東P,"1,079",+5.0 (+0.47%) ,2.41,12.56,20.2,0.00,9.06,63.29,(連),3.71,,,,,
2026-08-20,470A,ローカル,東PRO,--,-- (--%) ,,,,,,,,,,,,,
2026-08-20,4712,ＫｅｙＨｏｌｄｅｒ,東S,790,+12.0 (+1.54%) ,0.66,17.34,3.9,0.00,-59.75,41.22,(連),1.27,,,,,
2026-08-20,4714,リソー教育グループ,東P,207,+1.0 (+0.49%) ,2.87,21.81,13.4,0.00,-7.01,53.78,(連),4.83,11.50,0.85,12.07,-1.52,3.54
2026-08-20,4716,日本オラクル,東S,"9,385",+304.0 (+3.35%) ,,,,,,,,,541.75,1.88,0.11,0.78,7.70
2026-08-20,4718,早稲田アカデミー,東P,"2,427",+24.0 (+1.00%) ,2.71,18.03,15.7,0.00,10.22,63.2,(連),2.27,148.90,1.54,3.57,1.16,7.60
2026-08-20,4719,アルファシステムズ,東P,"3,410",+30.0 (+0.89%) ,1.06,12.76,8.4,0.00,12.56,85.15,(単),3.96,,,,,
2026-08-20,471A,ＮＳグループ,東P,"1,599",+8.0 (+0.50%) ,2.89,13.19,22.0,0.00,6.54,37.93,(連),2.19,,,,,
2026-08-20,4720,城南進学研究社,東S,244,+3.0 (+1.24%) ,1.41,400.00,0.3,0.00,135.09,27.23,(連),2.87,,,,,
2026-08-20,4722,フューチャー,東P,"2,446",0.0 (0.00%) ,,,,,,,,,140.55,2.72,-0.28,-8.66,7.82
2026-08-20,4725,ＣＡＣ　ＨＬＤＧ,東P,"1,956",+13.0 (+0.67%) ,0.95,10.22,9.0,26.28,-28.83,65.58,(連),5.11,,,,,
2026-08-20,4728,トーセ,東S,650,0.0 (0.00%) ,0.8,19.69,4.1,0.00,235.13,78.12,(連),3.85,,,,,
2026-08-20,472A,ミラティブ,東G,507,+7.0 (+1.40%) ,,,,,,,,,,,,,
2026-08-20,4732,ユー・エス・エス,東P,"1,975",+3.0 (+0.15%) ,4.42,22.25,20.1,0.00,10.40,76.66,(連),2.77,95.93,2.55,0.72,9.43,8.66
2026-08-20,4733,オービックビジネスコンサルタン,東P,"8,251",+120.0 (+1.48%) ,3.66,34.21,11.0,0.00,9.43,76.71,(単),1.35,266.56,2.94,0.54,-1.47,11.20
2026-08-20,4735,京進,東S,305,+4.0 (+1.33%) ,,,,,,,,,,,,,
2026-08-20,4736,日本ラッド,東S,589,+4.0 (+0.68%) ,0.88,18.87,4.7,0.00,-37.44,71.27,(連),1.70,,,,,
2026-08-20,473A,ニッセイＥＴＦ　日経２２５,東ETF,"1,334",+18.0 (+1.37%) ,,,,,,,,,,,,,
